Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRO35,OUT035,1912.4794
FDJ41,OUT049,3767.7114
FDQ27,OUT035,1751.8604
FDC26,OUT017,1823.2317
NCF43,OUT027,3492.1082
NCR50,OUT035,2520.7898
FDE39,OUT018,1752.8962
FDN49,OUT027,870.4257
DRG11,OUT035,1681.3304
NCA18,OUT049,1687.553
FDM36,OUT018,2426.0415
FDW32,OUT017,1399.5198
NCQ18,OUT010,176.45665
FDX14,OUT027,2094.8062
FDD46,OUT017,2369.7544
FDI34,OUT019,836.72015
NCJ17,OUT035,1355.7051
FDB52,OUT035,3409.9668
FDV55,OUT018,2184.7485
FDC57,OUT046,3156.4407
FDB29,OUT046,1931.0676
NCO43,OUT035,1766.4152
FDG44,OUT045,881.43243
FDJ34,OUT045,1960.9382
FDH40,OUT049,1330.2351
NCD07,OUT027,2703.627
FDB41,OUT017,779.49335
FDH47,OUT018,1236.374
DRK37,OUT035,3370.1743
FDM25,OUT019,595.46515
NCX06,OUT045,3105.211
NCS05,OUT017,2117.3267
FDS39,OUT045,2111.7175
FDC47,OUT027,5168.135
FDG20,OUT013,3162.6558
DRL23,OUT017,1670.132
FDY33,OUT013,2346.3276
NCH18,OUT045,3732.535
FDX47,OUT035,2477.873
NCB06,OUT045,2511.6338
FDP36,OUT049,743.21765
FDW44,OUT018,2604.652
NCU41,OUT018,2684.1619
NCS17,OUT046,1602.9647
FDD46,OUT035,2505.95
FDE45,OUT017,3135.7476
FDI09,OUT017,4072.435
NCJ54,OUT010,748.8139
NCA29,OUT018,2963.906
NCN41,OUT027,3237.709
FDY34,OUT035,2844.1199
NCG55,OUT035,1926.5295
DRM49,OUT046,646.6579
NCB42,OUT049,1949.3516
FDE58,OUT045,1791.5543
DRJ25,OUT013,720.8514
FDS47,OUT010,126.69244
FDY21,OUT049,3281.8577
NCI54,OUT013,1769.1931
FDO24,OUT017,2558.3853
FDY43,OUT035,2463.7969
FDF35,OUT018,1208.0447
NCP29,OUT019,244.71332
FDN28,OUT027,2630.4258
FDJ50,OUT018,684.77545
FDQ14,OUT027,3719.9412
FDC37,OUT035,1697.368
FDN08,OUT046,1822.6798
FDD04,OUT035,2224.2075
FDW34,OUT018,3369.5557
FDP04,OUT017,1055.3478
NCG07,OUT017,3056.8962
NCN14,OUT018,2498.2705
FDJ16,OUT045,857.3481
NCM42,OUT045,1623.7402
NCF19,OUT046,743.8086
FDY21,OUT018,3361.7983
FDY19,OUT035,2005.5463
FDV09,OUT045,2369.8416
FDA28,OUT013,2213.9668
FDC38,OUT018,1880.3999
FDL28,OUT045,3782.0076
NCH43,OUT049,3457.0984
NCN53,OUT045,587.8967
NCW05,OUT017,1727.8562
NCO30,OUT018,2730.9607
FDT04,OUT019,68.15279
FDB27,OUT018,2784.9949
NCK07,OUT013,2612.1165
NCA53,OUT013,678.2592
FDB33,OUT018,2458.9097
FDU37,OUT017,1311.0675
FDR13,OUT035,1973.5641
FDE45,OUT049,2843.961
FDV37,OUT017,3305.012
FDX44,OUT019,272.1697
NCL06,OUT017,4254.208
FDJ28,OUT045,2981.9832
FDX55,OUT049,3675.3042
NCK17,OUT018,493.8562
FDH52,OUT035,1009.66327
FDN13,OUT027,2746.5625
FDK44,OUT018,2351.5486
FDU16,OUT046,1535.1125
FDZ07,OUT017,1010.8375
NCN06,OUT027,3715.5315
FDH02,OUT010,325.83722
NCW18,OUT045,3264.394
FDH57,OUT013,2233.418
FDV35,OUT045,2312.7712
NCU29,OUT013,2439.4097
NCP02,OUT046,886.1548
FDN44,OUT013,2407.5977
FDX03,OUT018,490.1432
FDR11,OUT010,579.96075
FDA36,OUT046,2929.9128
FDP58,OUT027,4780.13
FDH31,OUT045,1485.4415
FDH34,OUT035,3246.347
FDS13,OUT035,3305.8035
FDT01,OUT018,3273.7314
FDY09,OUT049,2724.434
FDV33,OUT027,5903.6006
NCW29,OUT010,403.8348
NCN17,OUT045,1714.2756
FDX01,OUT046,1965.1528
FDL03,OUT049,3033.1636
DRL59,OUT049,883.61847
DRM11,OUT027,5395.355
FDA43,OUT049,3230.621
FDZ56,OUT010,443.80124
FDI44,OUT018,1168.6417
FDB50,OUT013,1150.5107
FDU15,OUT019,256.80243
NCJ19,OUT019,205.06625
FDD48,OUT013,1932.6298
NCW42,OUT035,4149.6084
FDL24,OUT017,2882.581
NCB30,OUT013,2939.62
FDK25,OUT013,2731.1824
FDW28,OUT049,3226.185
FDD47,OUT017,2864.4395
FDK16,OUT019,310.15115
FDW37,OUT046,1493.9614
FDA48,OUT035,4081.7512
FDA14,OUT017,2398.0427
FDV15,OUT013,1663.0579
FDN22,OUT049,3787.3015
NCD55,OUT045,672.8566
FDY43,OUT013,2541.7036
NCU05,OUT017,1186.2657
FDF10,OUT035,2487.984
FDR39,OUT018,2756.248
FDG40,OUT013,593.879
FDZ28,OUT019,540.3222
FDE02,OUT045,1446.8357
FDU60,OUT049,2793.0322
FDM21,OUT013,4022.4978
FDV52,OUT019,431.46588
NCW06,OUT013,2946.8472
FDX36,OUT035,3992.1726
FDT35,OUT027,3856.6194
NCL19,OUT010,648.2746
NCD31,OUT046,2454.5813
FDE53,OUT019,372.2183
FDW58,OUT019,258.43808
DRF48,OUT046,2899.0881
FDW57,OUT035,2730.9382
DRH13,OUT017,1602.25
FDT33,OUT013,2598.6865
DRK47,OUT027,5331.8394
FDY22,OUT010,320.20978
FDC35,OUT019,672.941
FDO03,OUT013,3966.2139
FDF24,OUT045,1120.022
FDF56,OUT018,2494.9739
FDD28,OUT013,826.6711
FDG53,OUT027,3261.778
FDO27,OUT019,118.722565
NCF54,OUT018,2426.0415
FDC20,OUT027,1694.1084
FDU10,OUT046,648.6805
DRA24,OUT018,2449.6948
FDA02,OUT010,644.3309
FDG10,OUT017,844.8367
FDW39,OUT010,779.0426
FDP04,OUT019,216.6303
NCM55,OUT013,3146.7432
FDG47,OUT045,4945.702
NCU41,OUT017,3183.7258
NCK31,OUT017,824.51105
FDZ46,OUT045,1629.3871
FDU13,OUT027,1472.4922
NCF19,OUT045,750.3071
NCJ43,OUT013,2975.552
NCJ05,OUT045,2444.1362
FDS04,OUT027,2611.5903
FDX28,OUT010,315.4462
FDB41,OUT027,1241.5311
FDG53,OUT046,2157.8987
FDL15,OUT010,526.5399
FDQ08,OUT049,959.04065
DRN36,OUT013,1539.5889
FDI46,OUT013,4650.848
FDG16,OUT027,4950.496
FDV32,OUT013,888.66766
FDF44,OUT010,335.0063
FDK04,OUT018,740.1782
NCA41,OUT013,2942.6963
FDD51,OUT017,680.49243
NCZ53,OUT045,3047.841
FDP01,OUT027,3596.9055
FDY25,OUT049,3177.481
FDB17,OUT018,2645.2896
NCV54,OUT018,1589.5387
FDJ32,OUT017,1122.7098
FDA37,OUT049,1869.2072
FDG35,OUT035,3065.5713
NCM05,OUT018,3389.125
FDG45,OUT046,3205.9622
FDH28,OUT013,621.60614
NCE18,OUT049,3924.3557
FDH38,OUT045,2060.574
FDR56,OUT013,3076.5881
FDH17,OUT027,2445.6184
FDD39,OUT049,3431.908
FDB41,OUT049,769.08386
NCR53,OUT046,2907.5903
FDX46,OUT017,871.4073
FDV28,OUT049,583.50085
FDA08,OUT018,2190.5876
FDH45,OUT017,680.7347
NCS38,OUT010,308.0153
FDD40,OUT010,642.5033
DRM59,OUT035,2537.401
NCJ43,OUT018,2926.8516
NCN29,OUT013,674.5126
NCC19,OUT045,2981.4338
FDR56,OUT035,3330.9207
FDZ43,OUT049,3810.953
FDJ32,OUT010,272.8754
DRH03,OUT017,1525.1809
NCZ54,OUT035,2544.3823
FDE26,OUT017,2509.5566
FDS03,OUT045,1069.2716
DRZ24,OUT019,599.4079
FDO48,OUT027,4559.429
FDW39,OUT049,2761.8413
NCK05,OUT049,1008.5916
NCK30,OUT017,4395.724
FDT27,OUT018,3096.9258
FDS08,OUT019,688.1931
NCJ19,OUT049,906.84296
FDC58,OUT045,678.5371
DRE37,OUT013,2987.5134
FDW02,OUT035,2130.1597
FDJ02,OUT010,532.06165
FDX09,OUT045,2696.5022
FDT31,OUT010,582.18005
FDI24,OUT049,2959.0474
FDY09,OUT045,3168.351
FDV28,OUT045,626.94354
DRM47,OUT049,3274.8823
FDT52,OUT019,553.1602
FDI48,OUT018,612.36304
FDY55,OUT017,4436.0386
FDU48,OUT013,2076.3813
FDN25,OUT045,874.83594
FDP20,OUT049,2039.4445
FDJ15,OUT013,3215.5298
FDD04,OUT018,1851.2893
FDY58,OUT045,4040.7927
FDR37,OUT018,2833.7139
FDF44,OUT013,2121.7542
FDD32,OUT045,1302.3113
FDR57,OUT017,2393.3513
DRG39,OUT027,1675.3833
FDX15,OUT017,2613.8813
DRN37,OUT045,2447.1868
FDW40,OUT027,3492.1082
FDB32,OUT049,1443.7474
FDM40,OUT018,1896.1296
FDE39,OUT027,3229.4907
DRH49,OUT017,1346.0249
FDT46,OUT049,751.21326
NCF06,OUT035,4345.6494
FDP07,OUT017,3007.9766
FDC04,OUT013,3955.0107
FDZ32,OUT017,1701.568
FDD50,OUT045,2532.0632
FDU56,OUT017,3339.5862
FDV34,OUT017,1109.6699
NCY41,OUT013,636.5851
NCK18,OUT046,2690.46
DRH25,OUT049,877.02496
FDT57,OUT046,4519.5903
FDV56,OUT018,1223.7036
FDV12,OUT045,1550.5354
FDN52,OUT017,1274.2687
FDX38,OUT035,751.9664
FDE47,OUT018,1744.0608
NCO07,OUT013,2951.7715
FDV09,OUT027,3718.764
FDZ23,OUT019,729.45636
DRH51,OUT018,1120.3712
NCY54,OUT045,3005.5522
DRG49,OUT013,3871.3992
NCC19,OUT049,3257.658
NCV53,OUT045,4277.3057
FDZ47,OUT019,406.52722
NCO26,OUT018,1629.5748
NCP02,OUT045,986.6105
NCW30,OUT018,3367.0154
NCN55,OUT046,4111.275
FDB20,OUT010,405.84048
DRL11,OUT013,2314.4543
DRD60,OUT045,3339.8357
FDW14,OUT010,366.75073
FDL27,OUT010,208.60326
FDU09,OUT018,724.5662
DRH36,OUT027,1868.3315
FDP34,OUT027,3598.0784
FDE04,OUT017,3014.9624
FDZ57,OUT027,3337.2795
FDF02,OUT010,405.70993
FDG28,OUT045,3882.188
NCI31,OUT046,618.11633
FDT43,OUT013,702.019
FDU20,OUT046,2103.1875
FDD53,OUT013,636.61597
FDW15,OUT045,2345.1243
NCT53,OUT045,2696.1216
NCG55,OUT027,3026.074
FDD48,OUT035,1934.2344
FDG47,OUT049,3646.063
FDI21,OUT017,1122.7098
FDT27,OUT017,4036.9006
DRO35,OUT013,1878.2181
FDD33,OUT017,3552.1262
FDC04,OUT035,3927.6143
FDY34,OUT013,2329.3613
DRJ49,OUT049,2102.0378
FDE05,OUT049,2524.6292
FDU31,OUT017,3778.7827
NCN19,OUT027,4723.1484
FDK56,OUT027,5308.8857
FDK58,OUT017,1760.5303
NCJ42,OUT035,1848.0741
FDZ34,OUT027,5707.105
FDA52,OUT018,2936.314
NCR29,OUT013,806.205
FDT48,OUT035,3456.4512
DRJ51,OUT019,783.2603
NCS54,OUT046,2804.259
FDV01,OUT035,2434.5283
DRG51,OUT027,4176.0063
NCG42,OUT013,2353.2058
FDA51,OUT049,1788.789
FDV19,OUT010,704.46826
NCT18,OUT045,3307.53
NCS41,OUT045,2940.4644
FDO03,OUT046,4002.1162
FDL12,OUT010,198.55284
FDY37,OUT010,537.6126
FDI58,OUT049,1477.2847
FDT28,OUT018,2063.6846
NCC42,OUT010,335.0063
FDO01,OUT017,2131.677
FDJ02,OUT013,2350.623
FDQ04,OUT018,479.88068
DRL47,OUT013,2218.2642
FDZ32,OUT035,1636.5801
FDC35,OUT035,3068.1125
FDX14,OUT045,1147.2603
FDZ35,OUT013,1700.2302
FDL14,OUT013,2287.7559
FDO04,OUT049,883.61847
DRK11,OUT017,2536.8477
FDB44,OUT018,3110.0952
FDZ50,OUT049,3085.2883
FDI12,OUT027,2641.4077
FDU43,OUT017,3838.9053
FDD58,OUT010,235.11613
FDB27,OUT017,3156.9119
FDB04,OUT018,1151.8757
NCO17,OUT013,1960.6783
FDL12,OUT017,917.01373
DRJ13,OUT049,2510.9385
FDD57,OUT045,1542.0555
FDW19,OUT035,1811.1104
DRD27,OUT018,1321.7336
FDH27,OUT027,3733.372
NCW30,OUT027,7205.8906
FDR40,OUT018,974.8374
FDG05,OUT013,2312.9753
NCY41,OUT019,144.54845
FDI38,OUT018,3119.2073
FDR20,OUT046,662.6965
FDE09,OUT017,1752.1206
FDN50,OUT019,303.01474
DRF27,OUT045,2477.715
DRF51,OUT013,565.5129
NCO02,OUT019,214.08467
FDB51,OUT027,1587.0035
FDJ50,OUT013,809.8744
FDN52,OUT013,1195.9457
FDX14,OUT013,1262.0071
FDT27,OUT019,773.9692
FDV10,OUT013,601.67773
FDU33,OUT046,635.264
FDU58,OUT046,3156.8118
NCP42,OUT027,5155.21
FDL51,OUT027,4796.102
DRH15,OUT027,1170.6893
FDU16,OUT017,1389.9822
FDW15,OUT017,2403.0068
FDQ44,OUT045,2031.4993
NCI06,OUT027,4603.4253
DRK23,OUT019,867.435
FDC28,OUT035,1627.2212
NCY17,OUT019,269.40445
NCV05,OUT018,2112.749
FDM34,OUT019,592.2996
DRD60,OUT027,5193.071
FDT38,OUT046,1358.1595
FDQ57,OUT018,2060.515
FDE59,OUT027,870.8047
NCM43,OUT046,2495.6343
DRI51,OUT049,2882.9832
NCG30,OUT017,2020.1956
NCK54,OUT035,1934.2344
FDQ16,OUT019,304.57693
FDI36,OUT013,3116.917
FDX16,OUT027,3665.7466
FDA34,OUT046,2706.9946
FDJ48,OUT018,2983.1482
FDU47,OUT035,2025.8038
FDS39,OUT046,2158.5886
FDD11,OUT046,3439.3774
FDM16,OUT027,1761.5618
FDU56,OUT018,2980.4968
FDQ32,OUT017,2087.8904
DRK35,OUT013,633.0952
FDA58,OUT049,3516.9497
DRG48,OUT019,539.2547
FDT59,OUT010,734.01666
FDQ31,OUT019,257.99268
FDS51,OUT018,875.50946
FDW32,OUT027,2530.4963
FDI15,OUT027,5361.583
NCV30,OUT017,1031.5059
DRG25,OUT049,3162.688
FDT02,OUT013,585.4598
FDO33,OUT027,2954.2844
FDP38,OUT035,783.8412
FDZ45,OUT035,3094.369
NCA54,OUT027,4900.8496
FDU33,OUT017,793.02997
FDN58,OUT017,3647.4534
FDI05,OUT045,1118.709
FDM57,OUT019,380.83838
NCS42,OUT027,2475.9236
FDB57,OUT045,3691.7905
FDC03,OUT045,3013.749
FDZ58,OUT013,2092.4946
NCK29,OUT045,1963.1506
NCR53,OUT045,3762.783
FDE26,OUT027,3769.4863
FDU52,OUT049,2354.4124
FDE41,OUT027,2126.3362
FDU38,OUT018,2706.1873
FDA52,OUT017,2585.948
FDW46,OUT046,1103.0756
DRI59,OUT035,3939.6626
FDT38,OUT035,1397.7179
FDL33,OUT018,3055.553
FDQ01,OUT027,6152.993
FDJ08,OUT046,3126.942
FDQ47,OUT049,605.72327
NCZ18,OUT013,4068.6165
FDE29,OUT017,993.2902
FDF10,OUT027,3571.1677
FDC48,OUT049,1415.4714
FDY58,OUT013,3950.1484
NCX30,OUT010,1050.6265
FDV11,OUT013,2828.448
FDT46,OUT046,744.7147
DRD01,OUT019,193.97496
FDQ11,OUT013,4247.8896
NCM41,OUT017,1525.1809
NCC55,OUT013,581.35443
FDG45,OUT027,4848.484
NCQ54,OUT049,3040.0718
FDM34,OUT045,2025.6956
FDD17,OUT019,608.1687
FDN38,OUT027,6401.404
FDB53,OUT018,1991.8718
NCL06,OUT035,4441.8457
NCV18,OUT019,481.6151
FDX25,OUT013,3081.8762
FDB39,OUT046,893.1224
FDC33,OUT049,3542.4148
NCO14,OUT018,503.03018
FDA58,OUT027,5222.8486
NCQ02,OUT017,2994.6365
NCR53,OUT017,3876.0178
FDN52,OUT046,1249.7848
FDG26,OUT046,3747.6555
FDE23,OUT027,1274.4502
DRI37,OUT013,788.24713
DRH37,OUT018,2558.0151
FDO01,OUT035,2135.795
FDK45,OUT049,1936.2983
FDP23,OUT049,3458.956
FDM33,OUT035,3852.0889
FDD36,OUT017,2112.0005
FDL56,OUT017,1376.5676
FDT27,OUT010,769.34607
FDG52,OUT017,695.25415
NCL42,OUT035,4235.3906
DRJ24,OUT046,3246.431
FDV38,OUT046,911.1541
FDT35,OUT045,2539.939
FDY51,OUT045,3618.7324
FDC37,OUT017,1678.3778
NCP43,OUT013,2624.6025
FDO33,OUT045,1769.156
FDW04,OUT018,1772.6055
NCC31,OUT046,2289.2344
FDK22,OUT049,3463.6187
FDJ50,OUT017,907.1933
FDV13,OUT017,1541.4149
DRL60,OUT017,2493.128
FDW03,OUT017,1731.9904
FDY27,OUT035,2794.5864
FDB39,OUT027,1666.5233
FDU59,OUT045,2510.235
FDZ57,OUT049,2149.8972
FDO21,OUT049,2911.1863
FDS43,OUT018,2800.544
FDU28,OUT010,643.17444
FDC51,OUT010,443.90106
FDW16,OUT010,246.97574
FDP32,OUT010,328.76517
FDB60,OUT019,560.74066
NCQ30,OUT046,2067.7947
FDD26,OUT049,3302.6028
FDI44,OUT045,1351.1232
DRH23,OUT046,793.81384
FDO44,OUT046,1744.8434
FDG04,OUT046,2802.9773
FDM32,OUT027,2479.0981
FDM09,OUT013,2505.101
FDZ47,OUT013,1549.6022
FDM40,OUT027,2962.513
FDY48,OUT017,1702.6902
NCM30,OUT045,669.0187
FDX36,OUT010,485.2016
DRF03,OUT017,672.5079
FDN51,OUT049,4435.352
FDM57,OUT049,1200.9198
FDB35,OUT049,1487.4127
FDY13,OUT027,2068.5254
FDA37,OUT017,2029.508
NCX53,OUT017,2172.2305
FDD59,OUT018,1010.3738
FDX10,OUT019,91.141655
FDC03,OUT018,2637.0737
FDW43,OUT035,3891.9102
FDW10,OUT046,2669.2603
FDY14,OUT027,5588.87
FDV43,OUT045,757.45245
FDO40,OUT013,2254.4683
FDP46,OUT027,2422.6665
NCE43,OUT019,553.7019
FDD05,OUT035,2087.984
FDJ60,OUT010,585.5908
DRE27,OUT018,1350.349
FDO11,OUT035,3752.666
DRG11,OUT027,2787.1958
FDK33,OUT010,807.53357
DRM23,OUT045,2381.9832
FDJ02,OUT027,3806.701
NCZ05,OUT045,1826.4083
NCL30,OUT013,2193.6956
FDZ19,OUT018,2538.3809
FDM45,OUT049,1961.3983
FDO36,OUT046,2487.173
NCK31,OUT045,759.4715
DRJ37,OUT045,2458.2488
FDP24,OUT018,1814.8328
FDF46,OUT013,1907.6133
FDX46,OUT019,128.99876
NCL18,OUT045,2921.9478
FDJ26,OUT013,2776.5542
FDJ07,OUT045,1938.6858
FDY15,OUT013,2292.501
DRG01,OUT045,1121.3274
FDF58,OUT045,1083.3063
FDZ14,OUT019,533.0677
FDP31,OUT049,1011.65674
FDH45,OUT013,653.1465
FDA09,OUT010,503.5892
FDW31,OUT035,2527.4492
FDA57,OUT046,664.8304
NCE55,OUT035,2702.3567
FDC17,OUT019,693.0235
FDC59,OUT013,872.762
FDA22,OUT013,2482.9763
FDK52,OUT035,3866.8862
NCM26,OUT046,2319.5466
NCT53,OUT035,2638.3257
FDW45,OUT018,2124.3867
NCI18,OUT035,3552.9248
FDE38,OUT018,2437.6929
FDF08,OUT019,338.32837
FDY58,OUT010,1070.8468
FDF58,OUT019,232.9652
FDX39,OUT017,4038.6096
FDB44,OUT049,3433.3572
FDF28,OUT013,2192.8435
FDE39,OUT013,1895.6001
FDT37,OUT018,3583.419
FDZ45,OUT017,3260.1252
FDO40,OUT035,2491.9045
FDM57,OUT027,2365.012
DRG36,OUT017,2942.315
FDY36,OUT010,312.40274
DRL60,OUT027,3707.8972
FDS25,OUT019,316.52505
DRF49,OUT027,3038.8323
FDP16,OUT045,4040.1294
FDS60,OUT049,3138.9736
FDU15,OUT027,936.97296
FDK43,OUT046,2125.5183
FDN25,OUT046,866.21185
FDE53,OUT049,1642.9081
FDB22,OUT013,2447.6138
FDE39,OUT017,1839.164
FDX35,OUT035,4002.0825
NCG54,OUT049,2623.7256
FDH27,OUT035,2641.8838
NCK42,OUT013,3287.902
FDS25,OUT049,1699.4647
FDI10,OUT018,2464.2966
FDU35,OUT035,1664.8307
FDI04,OUT017,3260.1252
DRK23,OUT035,4267.2485
FDB53,OUT019,371.6101
FDY02,OUT049,3995.0427
FDM60,OUT035,675.3497
NCJ31,OUT010,631.2523
DRP35,OUT017,2017.9832
NCQ30,OUT018,1654.0818
DRL11,OUT010,690.9061
FDU01,OUT013,3078.032
FDR39,OUT035,3024.3147
FDO08,OUT046,2364.3564
FDC02,OUT045,4042.511
NCZ29,OUT035,2021.0826
FDF29,OUT010,516.57965
FDZ23,OUT017,3258.2668
NCU53,OUT018,2270.6912
NCW30,OUT013,4535.3027
NCM26,OUT027,4000.0176
FDV50,OUT027,2908.3042
FDW15,OUT049,2415.399
FDI35,OUT027,5287.8706
FDO11,OUT017,3873.815
FDN48,OUT046,1522.3613
NCA17,OUT049,2359.7463
NCN54,OUT013,1049.0538
FDP22,OUT013,705.4484
NCB54,OUT035,2121.2874
FDD08,OUT045,638.8936
DRM48,OUT010,133.98552
FDG41,OUT027,2896.8542
FDE44,OUT027,1414.3009
FDE26,OUT035,2478.8208
NCS38,OUT013,2133.9746
NCJ54,OUT018,3456.8062
FDI40,OUT019,282.5084
FDN45,OUT018,3901.6526
FDU43,OUT046,3992.719
FDI04,OUT010,654.9577
NCC07,OUT018,1317.1565
NCC07,OUT019,353.2741
NCD18,OUT045,4125.67
FDU55,OUT035,4329.3555
FDX59,OUT035,654.6924
FDR52,OUT049,3169.2053
NCP17,OUT013,869.4804
FDQ32,OUT045,2036.2224
NCT17,OUT049,3256.9758
FDO10,OUT049,815.29706
FDE32,OUT049,574.7695
FDN44,OUT045,2671.6924
FDH02,OUT035,1317.1803
FDK60,OUT013,1559.6809
FDS24,OUT019,363.5302
FDL03,OUT010,355.84964
FDB46,OUT027,5093.6274
FDO48,OUT049,3915.3513
FDZ39,OUT049,1670.6332
FDT02,OUT027,825.32074
FDC50,OUT013,1535.6343
FDP39,OUT035,824.5691
DRG15,OUT018,787.95386
FDP10,OUT018,1424.8094
FDF53,OUT027,5302.066
FDN34,OUT045,2582.9136
FDK02,OUT045,1962.8611
FDC23,OUT045,2742.613
FDJ10,OUT019,451.7448
FDE53,OUT035,1673.2202
FDR25,OUT035,3001.6086
FDW50,OUT046,2378.3467
FDS09,OUT049,776.65375
FDW49,OUT010,532.8734
FDU51,OUT046,2697.413
FDF28,OUT018,1862.581
NCY30,OUT018,2635.005
FDD44,OUT045,3923.1838
FDX09,OUT017,2991.4136
NCF30,OUT013,2202.99
FDZ50,OUT019,732.71277
FDW37,OUT013,1319.2314
FDD11,OUT049,3754.6104
DRH39,OUT018,1056.2847
FDA36,OUT049,3173.7139
NCG43,OUT049,1477.2847
FDF02,OUT035,1747.6581
FDP57,OUT027,2544.5476
NCE42,OUT017,3780.6687
NCR38,OUT027,5293.887
FDP03,OUT019,507.25684
FDO51,OUT035,678.84973
NCQ42,OUT046,2042.3883
NCM41,OUT046,1325.1869
FDH48,OUT027,2355.4744
DRF60,OUT046,3960.715
FDJ27,OUT035,1683.7817
FDQ14,OUT013,2277.439
FDN27,OUT017,2005.3774
NCQ02,OUT046,2761.1755
FDJ33,OUT049,1975.3988
FDP07,OUT027,5413.5703
DRE01,OUT049,3905.85
FDU36,OUT045,1431.8798
FDL28,OUT017,4213.4946
NCX53,OUT046,2213.7576
FDZ39,OUT013,1600.584
NCP42,OUT013,2997.3777
FDJ14,OUT035,1237.7607
FDK04,OUT049,874.83594
NCC19,OUT017,3503.0688
FDS09,OUT018,687.34186
FDZ02,OUT046,1627.5511
FDD35,OUT018,1808.518
NCY42,OUT017,2495.009
FDB05,OUT045,4218.3496
FDF20,OUT035,3153.6392
NCO41,OUT018,1315.4126
FDC40,OUT027,2027.4019
FDV58,OUT045,2823.4294
FDZ57,OUT045,2074.3735
DRM35,OUT046,2754.4058
DRN36,OUT018,1307.3273
FDQ13,OUT046,1249.3103
DRO35,OUT010,190.01044
NCD43,OUT035,1765.3391
FDA51,OUT018,1698.0421
NCX17,OUT027,5341.281
NCZ17,OUT049,647.7984
FDR11,OUT027,3431.7017
FDW34,OUT049,4074.0034
FDN50,OUT017,1534.9316
FDS09,OUT046,757.5401
FDS48,OUT018,2074.7815
FDL44,OUT049,2725.0405
DRF48,OUT018,2639.2605
FDA14,OUT018,1971.94
NCD30,OUT049,1609.8615
FDI16,OUT017,856.8481
NCG06,OUT035,3723.4707
DRZ24,OUT035,2011.3203
NCS17,OUT045,1525.3246
FDB37,OUT045,4200.056
FDE10,OUT035,2040.154
FDC57,OUT045,2995.0342
FDM12,OUT018,2710.9736
FDE24,OUT049,1935.0505
FDW22,OUT045,3342.8328
DRD01,OUT027,1495.9335
NCZ18,OUT027,5193.8813
FDN49,OUT045,646.36725
FDR22,OUT035,2205.1807
FDV08,OUT019,269.40445
FDY39,OUT046,3230.6736
FDV36,OUT049,2208.851
FDO60,OUT045,760.9525
FDU04,OUT027,3216.9563
FDR20,OUT027,1269.5695
FDW19,OUT019,324.62308
FDU40,OUT049,3193.6494
FDK15,OUT045,1507.5714
DRF15,OUT035,2435.677
FDQ25,OUT017,2871.6633
FDI48,OUT019,187.42801
FDS49,OUT046,1410.4791
FDV22,OUT046,2510.5642
NCV42,OUT046,1762.2579
FDX26,OUT046,3064.2712
FDI33,OUT018,1358.7482
FDZ14,OUT049,2079.701
FDG10,OUT013,767.22424
FDM38,OUT018,661.147
FDG26,OUT027,6257.42
FDH46,OUT035,1740.4882
FDN13,OUT018,1228.6136
FDU57,OUT035,2452.6687
NCI06,OUT046,2681.3762
FDM38,OUT045,854.19995
NCG42,OUT010,287.08557
FDL39,OUT045,2655.744
FDT31,OUT019,620.5177
FDV59,OUT013,3260.4321
FDB49,OUT035,1737.8821
FDD58,OUT049,1745.2145
DRN59,OUT046,727.9253
FDX48,OUT049,2443.012
FDQ11,OUT049,4337.9326
FDY12,OUT049,923.28
FDQ11,OUT045,4234.7197
DRI11,OUT017,1919.745
FDY32,OUT027,3560.5447
FDS51,OUT045,936.02747
FDR19,OUT010,355.86362
DRB13,OUT018,2570.9443
FDS21,OUT035,1074.8447
FDQ40,OUT045,2591.225
NCE55,OUT013,2882.1504
FDX43,OUT027,3925.1125
FDS12,OUT049,1991.3402
DRK01,OUT027,2580.0244
FDN25,OUT017,896.1015
FDB60,OUT046,3081.0068
FDQ13,OUT017,1327.4178
DRK13,OUT045,3024.975
DRF25,OUT018,475.92725
NCD42,OUT019,230.98918
FDW25,OUT045,1345.862
NCV29,OUT027,4886.083
NCK42,OUT035,3459.0535
DRJ13,OUT027,3908.0269
DRD15,OUT017,4039.5789
FDM27,OUT045,2380.5728
FDZ50,OUT018,3095.6033
FDC04,OUT046,3806.3882
FDF50,OUT049,3127.2805
FDP15,OUT045,3968.238
FDK46,OUT035,4141.81
FDZ56,OUT018,2551.5618
FDY60,OUT049,2250.5928
FDB10,OUT035,4056.0132
FDR57,OUT045,2465.678
FDU58,OUT049,3411.35
FDH02,OUT046,1243.253
FDP48,OUT013,3055.3445
FDI46,OUT035,4014.092
FDW56,OUT013,2973.5557
NCM19,OUT010,320.38098
FDS50,OUT027,5674.327
FDK24,OUT013,662.91986
FDO36,OUT017,3047.4495
FDK45,OUT027,3046.7456
NCL05,OUT045,707.54254
FDL32,OUT018,1771.9629
FDA28,OUT049,2096.3752
FDY36,OUT018,1001.39923
FDP32,OUT018,1903.1873
FDL50,OUT046,2004.177
DRC24,OUT049,2412.7727
NCS18,OUT017,1668.0862
FDD16,OUT017,1165.7744
NCV18,OUT013,1371.0691
FDX07,OUT046,3121.8303
NCZ05,OUT027,2673.1025
NCI31,OUT013,636.5851
FDK14,OUT049,1302.7249
